,S_value,A,B,obj,A_glc_out,B_glc,A_xyl,B_xyl,A_c2e,T_A_value,T_B_value,B_e2c
1,16.95551960554057,1.0,99.0,0.1712678748034401,0.0,767.29526242744,0.0,200.0,16.95551960554057,16.95551960554057,16.95551960554057,0.1712678748034401
2,35.071752243926404,2.0,98.0,0.35787502289720824,0.0,295.2492683703458,0.0,200.0,17.535876121963206,35.07175224392641,35.07175224392641,0.35787502289720824
3,53.18798488231066,3.0,97.0,0.5483297410547491,0.0,702.6915754129625,0.0,200.0,17.729328294103553,53.18798488231066,53.18798488231066,0.5483297410547491
4,71.30440391824774,4.0,96.0,0.7427542074817473,0.0,670.3894131136526,0.0,200.0,17.826100979561936,71.30440391824774,71.30440391824774,0.7427542074817473
5,89.42045015908657,5.0,95.0,0.9412678964114376,0.0,638.0878883984781,0.0,200.0,17.884090031817315,89.42045015908657,89.42045015908657,0.9412678964114376
6,107.53668279747475,6.0,94.0,1.1440072638029228,0.0,605.7860448912356,0.0,200.0,17.92278046624579,107.53668279747474,107.53668279747474,1.1440072638029228
7,125.65291543586002,7.0,93.0,1.3511066175898927,0.0,573.4842013839971,0.0,200.0,17.950416490837142,125.65291543586,125.65291543586,1.3511066175898925
8,129.8954248517636,8.0,92.0,1.4119067918669956,0.0,573.869067566224,10.932409993917645,189.06759000608236,16.23692810647045,129.8954248517636,129.8954248517636,1.4119067918669956
9,130.75622767387136,9.0,91.0,1.4368816227897954,0.0,583.6025997155499,26.009278271149242,173.99072172885076,14.528469741541262,130.75622767387136,130.75622767387136,1.4368816227897954
10,131.61703049596514,10.0,90.0,1.4624114499551681,0.0,593.3361318649054,41.086146548389024,158.91385345161098,13.161703049596515,131.61703049596514,131.61703049596514,1.4624114499551681
11,132.43716795089568,11.0,89.0,1.4880580668639964,0.0,603.2363979038979,55.83741798912661,144.1625820108734,12.039742540990517,132.43716795089568,132.43716795089568,1.4880580668639964
12,133.15154590063494,12.0,88.0,1.5130857488708516,0.0,611.9152479177155,69.65763734972643,130.34236265027357,11.095962158386243,133.15154590063491,133.15154590063491,1.5130857488708516
13,133.83184306137494,13.0,87.0,1.5382970466824706,0.0,620.2998238613118,83.5149601470257,116.4850398529743,10.294757158567304,133.83184306137494,133.83184306137494,1.5382970466824706
14,134.51208424553246,14.0,86.0,1.5640940028550288,0.0,628.6836440652428,97.37126038892302,102.62873961107698,9.608006017538033,134.51208424553246,134.51208424553246,1.5640940028550285
15,135.19235341797898,15.0,85.0,1.5904982755056352,0.0,637.0678421390056,111.22807190851518,88.77192809148482,9.012823561198598,135.19235341797898,135.19235341797898,1.590498275505635
16,135.87262259045318,16.0,84.0,1.6175312213149187,0.0,645.4520402127073,125.08488342809324,74.91511657190676,8.492038911903323,135.87262259045318,135.87262259045318,1.6175312213149187
17,136.55289176290634,17.0,83.0,1.6452155634085102,0.0,653.8362382864688,138.94169494769324,61.058305052306764,8.032523044876843,136.55289176290634,136.55289176290634,1.6452155634085102
18,137.23316093536408,18.0,82.0,1.6735751333580986,0.0,662.220436360208,152.79850646727937,47.20149353272063,7.6240644964091135,137.23316093536405,137.23316093536405,1.6735751333580986
19,137.91343010781878,19.0,81.0,1.7026349396027012,0.0,670.6046344339529,166.6553179868704,33.34468201312961,7.258601584622042,137.9134301078188,137.9134301078188,1.7026349396027012
20,138.5936992802892,20.0,80.0,1.732421241003615,0.0,678.9888325076708,180.5121295064555,19.487870493544506,6.92968496401446,138.5936992802892,138.5936992802892,1.732421241003615
21,139.27396845273375,21.0,79.0,1.7629616259839715,0.0,687.3730305814314,194.36894102604663,5.6310589739533725,6.632093735844464,139.27396845273375,139.27396845273375,1.7629616259839715
22,139.93745084312243,22.0,78.0,1.794069882604134,0.0,693.0983541430179,200.0,0.0,6.360793220141931,139.93745084312246,139.93745084312246,1.794069882604134
23,140.18587039984448,23.0,77.0,1.8205957194784999,0.0,692.1504718172599,200.0,0.0,6.0950378434714985,140.18587039984448,140.18587039984448,1.8205957194784999
24,140.18576913004605,24.0,76.0,1.8445495938163956,0.0,689.3661307760221,200.0,0.0,5.8410737137519195,140.18576913004608,140.18576913004608,1.8445495938163956
25,140.17515042921727,25.0,75.0,1.8690020057228969,0.0,687.8396598764997,200.0,0.0,5.60700601716869,140.17515042921724,140.17515042921724,1.8690020057228969
26,140.1645317283645,26.0,74.0,1.8941152936265473,0.0,686.3131889770244,200.0,0.0,5.390943528014019,140.1645317283645,140.1645317283645,1.8941152936265473
27,140.15391302753625,27.0,73.0,1.919916616815565,0.0,684.7867180775006,200.0,0.0,5.190885667686528,140.15391302753628,140.15391302753628,1.919916616815565
28,140.14329432668222,28.0,72.0,1.9464346434261421,0.0,683.2602471780176,200.0,0.0,5.005117654524366,140.14329432668225,140.14329432668225,1.9464346434261421
29,140.1326756258719,29.0,71.0,1.9736996567024212,0.0,681.7337762784728,200.0,0.0,4.832161228478341,140.1326756258719,140.1326756258719,1.9736996567024212
30,140.12205692502462,30.0,70.0,2.0017436703574947,0.0,680.2073053789841,200.0,0.0,4.670735230834155,140.12205692502465,140.12205692502465,2.0017436703574947
31,140.11143822418867,31.0,69.0,2.030600553973749,0.0,678.6808344794676,200.0,0.0,4.519723813683505,140.11143822418867,140.11143822418867,2.030600553973749
32,140.10081952338118,32.0,68.0,2.0603061694614877,0.0,677.1543635799258,200.0,0.0,4.378150610105662,140.10081952338118,140.10081952338118,2.0603061694614877
33,140.090200822552,33.0,67.0,2.090898519739582,0.0,675.6278926804059,200.0,0.0,4.245157600683394,140.09020082255202,140.09020082255202,2.090898519739582
34,140.07958212169555,34.0,66.0,2.122417910934781,0.0,674.1014217809388,200.0000000000091,-9.094947017729282e-12,4.1199877094616335,140.07958212169555,140.07958212169555,2.122417910934781
35,140.0689634208763,35.0,65.0,2.154907129551943,0.0,672.5749508813967,200.0,0.0,4.001970383453608,140.06896342087626,140.06896342087626,2.154907129551943
36,140.05834472003497,36.0,64.0,2.1884116362505464,0.0,671.048479981903,200.0,0.0,3.8905095755565275,140.058344720035,140.058344720035,2.1884116362505464
37,140.0477260192013,37.0,63.0,2.22297977808256,0.0,669.5220090823839,200.0,0.0,3.7850736761946306,140.04772601920132,140.04772601920132,2.22297977808256
38,140.03710731836492,38.0,62.0,2.2586630212639505,0.0,667.9955381828904,200.0,0.0,3.685187034693814,140.03710731836495,140.03710731836495,2.2586630212639505
39,140.0264886175332,39.0,61.0,2.2955162068448067,0.0,666.4690672833497,200.0,0.0,3.5904227850649537,140.0264886175332,140.0264886175332,2.2955162068448067
40,140.01586991670487,40.0,60.0,2.3335978319450814,0.0,664.9425963838494,200.0,0.0,3.500396747917622,140.01586991670487,140.01586991670487,2.3335978319450814
41,140.0052512158798,41.0,59.0,2.372970359591183,0.0,663.4161254843222,200.0,0.0,3.4147622247775566,140.0052512158798,140.0052512158798,2.372970359591183
42,139.99463251504375,42.0,58.0,2.4137005606042026,0.0,661.889654584817,200.0,0.0,3.33320553607247,139.99463251504375,139.99463251504375,2.4137005606042026
43,139.98363177477182,43.0,57.0,2.455853189031085,0.0,660.3061309374805,199.99999999998454,1.546140993013978e-11,3.2554332970877176,139.98363177477185,139.98363177477185,2.455853189031085
44,139.9467763361315,44.0,56.0,2.49904957743092,0.0,654.8615357865604,200.0,0.0,3.180608553093898,139.9467763361315,139.9467763361315,2.49904957743092
45,139.90992089747417,45.0,55.0,2.5438167435904395,0.0,649.4169406356418,200.0,0.0,3.1091093532772036,139.90992089747417,139.90992089747417,2.5438167435904395
46,139.87306545882873,46.0,54.0,2.590241952941273,0.0,643.9723454846834,200.0,0.0,3.040718814322364,139.87306545882873,139.87306545882873,2.590241952941273
47,139.83621002016415,47.0,53.0,2.638419056984229,0.0,638.5277503338059,200.0,0.0,2.9752385110673223,139.83621002016415,139.83621002016415,2.638419056984229
48,139.7993545815234,48.0,52.0,2.688449126567758,0.0,633.0831551828633,200.0,0.0,2.912486553781738,139.79935458152343,139.79935458152343,2.688449126567758
49,139.76249914286757,49.0,51.0,2.74044115966407,0.0,627.6385600319342,200.0,0.0,2.8522959008748483,139.76249914286757,139.76249914286757,2.74044115966407
50,139.7256437042334,50.0,50.0,2.794512874084668,0.0,622.1939648809212,200.0,0.0,2.794512874084668,139.7256437042334,139.7256437042334,2.794512874084668
51,139.68878826558145,51.0,49.0,2.850791597256764,0.0,616.7493697299999,200.0,0.0,2.738995848344734,139.68878826558145,139.68878826558145,2.850791597256764
52,139.65193282692726,52.0,48.0,2.909415267227651,0.0,611.3047745790573,200.0,0.0,2.6856140928255243,139.65193282692726,139.65193282692726,2.909415267227651
53,139.61507738828413,53.0,47.0,2.970533561452854,0.0,605.8601794281153,200.0,0.0,2.6342467431751726,139.61507738828413,139.61507738828413,2.970533561452854
54,139.57822194962208,54.0,46.0,3.034309172817871,0.0,600.41558427723,200.0,0.0,2.5847818879559643,139.57822194962208,139.57822194962208,3.034309172817871
55,139.54136651098833,55.0,45.0,3.1009192557997407,0.0,594.9709891262472,200.0,0.0,2.5371157547452423,139.54136651098833,139.54136651098833,3.1009192557997407
56,139.50451107233533,56.0,44.0,3.170557069825803,0.0,589.5263939753304,199.9999999999891,1.0913936421275139e-11,2.4911519834345595,139.50451107233533,139.50451107233533,3.170557069825803
57,139.46765563368587,57.0,43.0,3.243433851946183,0.0,584.0817988243847,200.0,0.0,2.446800976029577,139.46765563368587,139.46765563368587,3.243433851946183
58,139.43080019503614,58.0,42.0,3.3197809570246704,0.0,578.6372036734876,200.0,0.0,2.40397931370752,139.43080019503617,139.43080019503617,3.3197809570246704
59,139.39394475638954,59.0,41.0,3.3998523111314523,0.0,573.192608522499,200.0,0.0,2.3626092331591444,139.39394475638954,139.39394475638954,3.3998523111314523
60,139.3537513889222,60.0,40.0,3.483843784723055,0.0,567.2743362030042,200.0,0.0,2.322562523148703,139.35375138892218,139.35375138892218,3.483843784723055
61,139.26882438225758,61.0,39.0,3.570995496980964,0.0,554.6502416532628,200.0,0.0,2.2830954816763542,139.2688243822576,139.2688243822576,3.5709954969809643
62,139.18081460012286,62.0,38.0,3.6626530157927064,0.0,541.565773663307,200.0,0.0,2.2448518483890783,139.18081460012286,139.18081460012286,3.6626530157927064
63,138.96854674347748,63.0,37.0,3.7559066687426346,0.0,521.9057859555256,200.0,0.0,2.205849948309166,138.96854674347748,138.96854674347748,3.7559066687426346
64,138.74760525389553,64.0,36.0,3.8541001459415423,0.0,501.80383628734126,200.0,0.0,2.1679313320921176,138.74760525389553,138.74760525389553,3.8541001459415423
65,138.52666376431148,65.0,35.0,3.957904678980328,0.0,481.7018866191654,200.0,0.0,2.1311794425278694,138.52666376431148,138.52666376431148,3.957904678980328
66,138.30572227472507,66.0,34.0,4.067815361021325,0.0,461.5999369510455,200.0,0.0,2.0955412465867433,138.30572227472507,138.30572227472507,4.067815361021325
67,138.08478078513116,67.0,33.0,4.184387296519126,0.0,441.4979872828992,200.0,0.0,2.060966877390017,138.08478078513116,138.08478078513116,4.184387296519126
68,137.8638392955396,68.0,32.0,4.308244977985613,0.0,421.39603761479043,200.0,0.0,2.027409401404994,137.8638392955396,137.8638392955396,4.308244977985613
69,137.6428978059569,69.0,31.0,4.440093477611513,0.0,401.29408794663937,200.0,0.0,1.9948246058834334,137.64289780595692,137.64289780595692,4.440093477611513
70,137.42195631636386,70.0,30.0,4.580731877212129,0.0,381.19213827846625,200.0,0.0,1.9631708045194836,137.42195631636386,137.42195631636386,4.580731877212129
71,137.2010326223065,71.0,29.0,4.731070090424362,0.0,361.09179153202433,200.0,0.0,1.932408910173331,137.2010326223065,137.2010326223065,4.731070090424362
72,136.97115632911184,72.0,28.0,4.891827011753994,0.0,340.18504487732514,200.0,0.0,1.9023771712376647,136.97115632911186,136.97115632911186,4.891827011753994
73,136.73319889987422,73.0,27.0,5.064192551847194,0.0,318.5503948194903,200.0,0.0,1.8730575191763594,136.73319889987425,136.73319889987425,5.064192551847194
74,136.4952414705976,74.0,26.0,5.249816979638369,0.0,296.915744761851,200.0,0.0,1.8445302901432108,136.4952414705976,136.4952414705976,5.249816979638369
75,136.24382393197456,75.0,25.0,5.4497529572789825,0.0,288.35358619728436,200.0,0.0,1.8165843190929942,136.24382393197456,136.24382393197456,5.4497529572789825
76,135.98429077068008,76.0,24.0,5.666012115445003,0.0,287.4469023413567,200.0,0.0,1.7892669838247377,135.98429077068008,135.98429077068008,5.666012115445003
77,135.72477547359142,77.0,23.0,5.901077194503975,0.0,286.54025421385757,200.0,0.0,1.7626594217349538,135.72477547359142,135.72477547359142,5.901077194503975
78,135.4652601765065,78.0,22.0,6.157511826204841,0.0,285.63360608634935,200.0,0.0,1.7367341048270062,135.4652601765065,135.4652601765065,6.157511826204841
79,135.20574487940246,79.0,21.0,6.43836880378107,0.0,284.7269579588043,200.0,0.0,1.7114651250557276,135.20574487940246,135.20574487940246,6.438368803781069
80,134.93448658529272,80.0,20.0,6.746724329264636,0.0,283.79682383725594,200.0,0.0,1.686681082316159,134.93448658529272,134.93448658529272,6.746724329264636
81,134.66213409476757,81.0,19.0,7.087480741829872,0.0,282.86450132287166,200.0,0.0,1.6624954826514518,134.6621340947676,134.6621340947676,7.087480741829872
82,134.38978160427854,82.0,18.0,7.4660989780154745,0.0,281.9321788085565,200.0,0.0,1.6388997756619335,134.38978160427854,134.38978160427854,7.4660989780154745
83,134.07091792334774,83.0,17.0,7.886524583726337,0.0,281.65434963263294,200.0,0.0,1.6153122641367197,134.07091792334774,134.07091792334774,7.886524583726337
84,133.72317711383508,84.0,16.0,8.357698569614692,0.0,282.049943016184,200.0,0.0,1.5919425846885127,133.72317711383508,133.72317711383508,8.357698569614692
85,133.37371702785404,85.0,15.0,8.89158113519027,0.0,282.4496531802697,200.0,0.0,1.5691025532688714,133.37371702785404,133.37371702785404,8.89158113519027
86,132.91941555026347,86.0,14.0,9.494243967875962,0.0,266.6722290240224,200.0,0.0,1.545574599421668,132.91941555026347,132.91941555026347,9.494243967875962
87,132.42483458730135,87.0,13.0,10.18652573748472,0.0,238.58479628482792,200.0,0.0,1.5221245354862223,132.42483458730135,132.42483458730135,10.18652573748472
88,131.930218747685,88.0,12.0,10.994184895640416,0.0,210.4956119117394,200.0,0.0,1.4992070312236931,131.930218747685,131.930218747685,10.994184895640416
89,131.1476522683325,89.0,11.0,11.922513842575682,0.0,182.26983900573816,200.0,0.0,1.4735691266104776,131.1476522683325,131.1476522683325,11.922513842575682
90,122.5940442232222,90.0,10.0,12.25940442232222,0.0,191.54356722433363,200.0,0.0,1.362156046924691,122.5940442232222,122.5940442232222,12.25940442232222
91,112.16578528807813,91.0,9.0,12.462865032008681,0.0,188.75083146820452,200.0,0.0,1.2325910471217378,112.16578528807814,112.16578528807814,12.462865032008681
92,99.57821161427212,92.0,8.0,12.447276451784015,0.0,167.7482091850652,191.29862852856377,8.701371471436232,1.082371865372523,99.57821161427212,99.57821161427212,12.447276451784015
93,86.99063794045054,93.0,7.0,12.427233991492933,0.0,146.74558690192964,98.7797044190405,101.2202955809595,0.9353832036607587,86.99063794045054,86.99063794045054,12.427233991492933
94,74.40306426662747,94.0,6.0,12.400510711104577,0.0,125.74296461878453,0.0,200.0,0.7915219602832709,74.40306426662747,74.40306426662747,12.400510711104577
95,61.81549059280451,95.0,5.0,12.363098118560902,0.0,104.74034233564169,200.0,0.0,0.6506893746611001,61.81549059280451,61.81549059280451,12.363098118560902
96,49.22490044517244,96.0,4.0,12.30622511129311,0.0,83.90304975850086,200.0,0.0,0.5127593796372129,49.22490044517244,49.22490044517244,12.30622511129311
97,36.6310440969033,97.0,3.0,12.2103480323011,0.0,63.27219222829581,-7.958078640513122e-13,200.0000000000008,0.3776396298649825,36.6310440969033,36.6310440969033,12.2103480323011
98,24.03718774863028,98.0,2.0,12.01859387431514,0.0,42.64133469809224,169.4297806165223,30.570219383477706,0.2452774260064314,24.03718774863028,24.03718774863028,12.01859387431514
99,11.44333140036381,99.0,1.0,11.44333140036381,0.0,22.010477167895374,3.996775469850149,196.00322453014985,0.11558920606428093,11.44333140036381,11.44333140036381,11.44333140036381
